userId,number_rating,average_rating,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western,Film-Noir,(no genres listed)
0,231.0,4.367965367965368,1.5974025974025974,0.5714285714285714,0.8095238095238095,1.5194805194805194,0.8571428571428571,0.48484848484848486,1.3333333333333333,1.683982683982684,0.8484848484848485,0.987012987012987,0.2554112554112554,0.3246753246753247,0.7316017316017316,0.42857142857142855,0.4458874458874459,0.0,0.0,0.12987012987012986,0.021645021645021644,0.0
1,28.0,3.982142857142857,0.44642857142857145,0.0,0.0,1.0,0.0,0.16071428571428573,2.25,1.5535714285714286,1.25,1.3214285714285714,0.10714285714285714,0.2857142857142857,0.5535714285714286,0.16071428571428573,0.0,0.4642857142857143,0.5357142857142857,0.125,0.0,0.0
2,38.0,2.486842105263158,0.7894736842105263,0.05263157894736842,0.06578947368421052,0.23684210526315788,0.35526315789473684,0.06578947368421052,0.3026315789473684,1.3157894736842106,0.02631578947368421,0.7631578947368421,0.9868421052631579,0.13157894736842105,1.6578947368421053,0.06578947368421052,0.013157894736842105,0.0,0.0,0.0,0.0,0.0
3,215.0,3.558139534883721,0.4930232558139535,0.11162790697674418,0.17674418604651163,1.6837209302325582,0.32558139534883723,0.9116279069767442,1.9441860465116279,0.386046511627907,0.46511627906976744,0.6139534883720931,0.07906976744186046,0.37209302325581395,0.15813953488372093,0.11627906976744186,0.29767441860465116,0.037209302325581395,0.013953488372093023,0.17674418604651163,0.07441860465116279,0.0
4,43.0,3.627906976744186,0.5116279069767442,0.5116279069767442,0.7674418604651163,1.1162790697674418,0.5813953488372093,0.7906976744186046,2.2093023255813953,0.6511627906976745,1.069767441860465,0.7441860465116279,0.06976744186046512,0.09302325581395349,0.11627906976744186,0.23255813953488372,0.5116279069767442,0.0,0.2558139534883721,0.13953488372093023,0.0,0.0
5,313.0,3.4920127795527156,0.5718849840255591,0.18210862619808307,0.5303514376996805,1.3674121405750799,0.28115015974440893,0.8083067092651757,1.6166134185303513,0.7380191693290735,0.36741214057507987,0.7699680511182109,0.19808306709265175,0.17891373801916932,0.23322683706070288,0.13738019169329074,0.1597444089456869,0.0,0.04472843450479233,0.134185303514377,0.01597444089456869,0.0
6,151.0,3.2218543046357615,1.1556291390728477,0.2847682119205298,0.28807947019867547,0.9966887417218543,0.4370860927152318,0.5264900662251656,1.1821192052980132,1.380794701986755,0.5695364238410596,0.9768211920529801,0.13245033112582782,0.2947019867549669,0.8774834437086093,0.26158940397350994,0.2185430463576159,0.0,0.17880794701986755,0.009933774834437087,0.04304635761589404,0.0
7,46.0,3.5652173913043477,0.7608695652173914,0.10869565217391304,0.2826086956521739,1.673913043478261,0.1956521739130435,1.065217391304348,1.565217391304348,0.8695652173913043,0.7608695652173914,1.3043478260869565,0.1956521739130435,0.2608695652173913,0.2826086956521739,0.2391304347826087,0.10869565217391304,0.0,0.1956521739130435,0.13043478260869565,0.0,0.0
8,45.0,3.2666666666666666,0.8444444444444444,0.08888888888888889,0.08888888888888889,1.2222222222222223,0.2222222222222222,0.4222222222222222,1.5333333333333334,0.5555555555555556,0.4888888888888889,0.6222222222222222,0.2,0.26666666666666666,0.5333333333333333,0.08888888888888889,0.06666666666666667,0.0,0.06666666666666667,0.08888888888888889,0.08888888888888889,0.0
9,139.0,3.2949640287769784,0.7985611510791367,0.4172661870503597,0.36330935251798563,1.8489208633093526,0.420863309352518,1.870503597122302,1.6258992805755397,0.6546762589928058,0.2841726618705036,0.2805755395683453,0.025179856115107913,0.046762589928057555,0.07194244604316546,0.1079136690647482,0.2158273381294964,0.0,0.4352517985611511,0.0,0.0,0.0
10,63.0,3.761904761904762,1.0158730158730158,0.0,0.0,0.6507936507936508,0.031746031746031744,0.873015873015873,1.5873015873015872,2.507936507936508,0.6825396825396826,1.7777777777777777,0.07936507936507936,0.20634920634920634,0.5555555555555556,0.4126984126984127,0.0,0.0,0.07936507936507936,0.12698412698412698,0.0,0.0
11,31.0,4.403225806451613,0.1935483870967742,0.0967741935483871,0.0,2.370967741935484,0.5483870967741935,2.967741935483871,2.3548387096774195,0.25806451612903225,0.0967741935483871,0.3870967741935484,0.0,0.0,0.43548387096774194,0.14516129032258066,0.0,0.0,0.0,0.0,0.0,0.0
12,30.0,3.6,0.8333333333333334,0.0,0.0,1.2,0.1,0.7333333333333333,1.8666666666666667,1.4,0.36666666666666664,1.2333333333333334,0.6666666666666666,0.13333333333333333,0.7,0.23333333333333334,0.0,0.0,0.0,0.13333333333333333,0.0,0.0
13,47.0,3.404255319148936,0.6595744680851063,0.0,0.1276595744680851,0.9148936170212766,0.02127659574468085,1.0,1.8297872340425532,0.851063829787234,0.40425531914893614,0.9574468085106383,0.0851063829787234,0.19148936170212766,0.14893617021276595,0.3617021276595745,0.0851063829787234,0.0,0.0851063829787234,0.3617021276595745,0.0,0.0
14,134.0,3.455223880597015,1.4029850746268657,0.4664179104477612,0.40298507462686567,0.6828358208955224,0.3283582089552239,0.376865671641791,1.507462686567164,1.4104477611940298,0.5074626865671642,1.126865671641791,0.31343283582089554,0.30597014925373134,1.578358208955224,0.15298507462686567,0.10074626865671642,0.0,0.44402985074626866,0.03731343283582089,0.0,0.0
15,97.0,3.7268041237113403,0.7783505154639175,0.4896907216494845,0.32989690721649484,0.9639175257731959,0.6494845360824743,0.4896907216494845,1.8453608247422681,0.9072164948453608,0.9278350515463918,1.097938144329897,0.18041237113402062,0.4690721649484536,0.6082474226804123,0.4175257731958763,0.0,0.041237113402061855,0.17010309278350516,0.030927835051546393,0.20618556701030927,0.0
16,104.0,4.206730769230769,1.3990384615384615,0.3798076923076923,0.2403846153846154,0.7163461538461539,0.6634615384615384,0.2644230769230769,2.0528846153846154,1.5865384615384615,1.3076923076923077,1.1105769230769231,0.1201923076923077,0.3894230769230769,0.8461538461538461,0.38461538461538464,0.11538461538461539,0.03365384615384615,0.2403846153846154,0.24519230769230768,0.07211538461538461,0.0
17,501.0,3.7325349301397206,1.0229540918163673,0.22554890219560877,0.2405189620758483,1.028942115768463,0.3712574850299401,0.32335329341317365,1.6946107784431137,1.4970059880239521,1.0838323353293413,1.2794411177644711,0.09880239520958084,0.4500998003992016,0.7994011976047904,0.12574850299401197,0.08882235528942116,0.07085828343313373,0.2714570858283433,0.09181636726546906,0.06187624750499002,0.0
18,702.0,2.6054131054131053,0.6239316239316239,0.19515669515669515,0.38603988603988604,1.415954415954416,0.3817663817663818,0.5113960113960114,0.5612535612535613,0.5826210826210826,0.29772079772079774,0.7364672364672364,0.36182336182336183,0.245014245014245,0.46296296296296297,0.038461538461538464,0.14957264957264957,0.0,0.004273504273504274,0.039886039886039885,0.042735042735042736,0.0
19,241.0,3.5933609958506225,1.2157676348547717,1.1286307053941909,1.7883817427385893,1.599585062240664,0.7572614107883817,0.6618257261410788,1.1224066390041494,0.5373443983402489,0.3360995850622407,0.4190871369294606,0.15560165975103735,0.21369294605809128,0.2946058091286307,0.058091286307053944,1.020746887966805,0.03112033195020747,0.0954356846473029,0.012448132780082987,0.006224066390041493,0.0
20,442.0,3.260180995475113,1.4592760180995474,0.417420814479638,0.4343891402714932,1.4479638009049773,0.4321266968325792,0.4762443438914027,0.6278280542986425,1.7669683257918551,0.5248868778280543,0.9785067873303167,0.05995475113122172,0.13687782805429866,0.8269230769230769,0.06561085972850679,0.09502262443438914,0.0,0.4638009049773756,0.03619909502262444,0.01583710407239819,0.00904977375565611
21,118.0,2.555084745762712,0.4788135593220339,0.2754237288135593,0.24152542372881355,0.7838983050847458,0.2542372881355932,0.4110169491525424,1.6144067796610169,0.7076271186440678,0.6440677966101694,0.7076271186440678,0.1271186440677966,0.25,0.2669491525423729,0.11864406779661017,0.0,0.0847457627118644,0.08898305084745763,0.03389830508474576,0.038135593220338986,0.0
22,120.0,3.6458333333333335,0.5083333333333333,0.31666666666666665,0.0875,0.6833333333333333,0.44583333333333336,0.3333333333333333,2.3375,0.7625,1.1541666666666666,1.1458333333333333,0.1,0.7458333333333333,0.5541666666666667,0.1875,0.0,0.05416666666666667,0.025,0.0875,0.3625,0.0
23,109.0,3.6422018348623855,1.1055045871559632,0.0779816513761468,0.0779816513761468,1.646788990825688,0.5137614678899083,1.073394495412844,1.353211009174312,1.8302752293577982,0.7844036697247706,1.0963302752293578,0.13302752293577982,0.44954128440366975,0.8348623853211009,0.23853211009174313,0.03211009174311927,0.0,0.3532110091743119,0.0,0.0,0.0
24,25.0,4.84,2.5,0.56,0.56,0.2,0.6,0.2,2.38,2.9,0.8,0.78,0.0,0.38,1.7,0.8,0.0,0.0,0.6,0.0,0.0,0.0
25,20.0,3.25,0.65,0.0,0.15,0.8,0.0,0.3,1.3,1.35,1.4,2.25,0.2,0.2,0.1,0.15,0.0,0.0,0.15,0.0,0.0,0.0
26,134.0,3.5522388059701493,1.5820895522388059,0.5298507462686567,1.164179104477612,1.2462686567164178,0.5298507462686567,0.7089552238805971,1.2761194029850746,1.1417910447761195,0.1865671641791045,0.3582089552238806,0.022388059701492536,0.09701492537313433,0.8059701492537313,0.40298507462686567,0.3805970149253731,0.0,0.05970149253731343,0.291044776119403,0.029850746268656716,0.0
27,569.0,3.0193321616871707,0.6608084358523726,0.029876977152899824,0.021968365553602813,0.4771528998242531,0.1634446397188049,0.20826010544815465,1.8813708260105448,1.0492091388400704,0.7768014059753954,1.039543057996485,0.13181019332161686,0.28822495606326887,0.68804920913884,0.29876977152899825,0.030755711775043937,0.011423550087873463,0.08611599297012303,0.13884007029876977,0.03163444639718805,0.0
28,80.0,4.15,1.09375,0.04375,0.10625,0.49375,0.19375,0.325,2.63125,1.55625,0.7125,1.0,0.10625,0.3375,0.925,1.1875,0.11875,0.10625,0.25625,0.5,0.0625,0.0
29,33.0,4.7272727272727275,2.757575757575758,0.696969696969697,0.42424242424242425,0.696969696969697,0.5757575757575758,0.30303030303030304,0.9090909090909091,3.4242424242424243,1.0303030303030303,0.6515151515151515,0.09090909090909091,0.15151515151515152,2.393939393939394,0.0,0.0,0.0,1.2121212121212122,0.0,0.0,0.0
30,49.0,3.8979591836734695,1.1224489795918366,0.30612244897959184,0.4897959183673469,1.6326530612244898,0.6530612244897959,1.2244897959183674,1.1224489795918366,1.3265306122448979,0.20408163265306123,1.0,0.14285714285714285,0.10204081632653061,0.6938775510204082,0.10204081632653061,0.46938775510204084,0.10204081632653061,0.0,0.0,0.0,0.0
31,101.0,3.762376237623762,0.6039603960396039,0.0297029702970297,0.1782178217821782,1.5544554455445545,0.39603960396039606,1.108910891089109,1.7326732673267327,1.0594059405940595,0.7623762376237624,1.188118811881188,0.09900990099009901,0.2871287128712871,0.36633663366336633,0.09900990099009901,0.07920792079207921,0.039603960396039604,0.0,0.0297029702970297,0.0,0.0
32,155.0,3.793548387096774,0.23225806451612904,0.12903225806451613,0.18064516129032257,1.4129032258064516,0.11612903225806452,1.367741935483871,2.8129032258064517,0.36129032258064514,0.6580645161290323,0.7032258064516129,0.05806451612903226,0.2129032258064516,0.1870967741935484,0.2129032258064516,0.15483870967741936,0.0,0.01935483870967742,0.025806451612903226,0.06451612903225806,0.0
33,85.0,3.4,1.1058823529411765,0.3,0.06470588235294118,1.3941176470588235,0.5352941176470588,0.7294117647058823,0.9176470588235294,2.1823529411764704,0.48823529411764705,1.0941176470588236,0.36470588235294116,0.2529411764705882,0.9058823529411765,0.12352941176470589,0.0,0.023529411764705882,0.11176470588235295,0.08235294117647059,0.0,0.0
34,22.0,4.090909090909091,0.9545454545454546,0.13636363636363635,0.36363636363636365,1.5909090909090908,0.36363636363636365,1.2727272727272727,1.5454545454545454,0.7272727272727273,0.8636363636363636,0.8636363636363636,0.0,0.22727272727272727,0.13636363636363635,0.09090909090909091,0.13636363636363635,0.0,0.36363636363636365,0.3181818181818182,0.0,0.0
35,59.0,2.635593220338983,0.6186440677966102,0.0,0.09322033898305085,0.9152542372881356,0.1016949152542373,0.4745762711864407,1.1271186440677967,0.8050847457627118,0.788135593220339,0.6864406779661016,0.05084745762711865,0.5084745762711864,0.19491525423728814,0.2457627118644068,0.025423728813559324,0.0,0.0,0.03389830508474576,0.11016949152542373,0.0
36,20.0,4.1,1.25,0.15,0.35,1.65,0.35,0.3,1.4,1.3,1.45,1.85,0.25,0.0,0.85,0.2,0.35,0.0,0.0,0.2,0.0,0.0
37,77.0,3.1948051948051948,0.6103896103896104,0.2077922077922078,0.3246753246753247,1.3896103896103895,0.2857142857142857,1.025974025974026,1.4285714285714286,0.7532467532467533,0.38961038961038963,0.7922077922077922,0.07792207792207792,0.16883116883116883,0.18181818181818182,0.33766233766233766,0.2077922077922078,0.06493506493506493,0.12987012987012986,0.16883116883116883,0.0,0.0
38,99.0,4.01010101010101,1.2525252525252526,0.797979797979798,0.7272727272727273,1.1313131313131313,0.6060606060606061,0.36363636363636365,1.4545454545454546,1.202020202020202,1.1111111111111112,0.9494949494949495,0.5858585858585859,0.2727272727272727,0.8181818181818182,0.04040404040404041,0.5050505050505051,0.0,0.04040404040404041,0.04040404040404041,0.0707070707070707,0.0
39,102.0,3.7549019607843137,0.7352941176470589,0.23529411764705882,0.6078431372549019,1.411764705882353,0.39215686274509803,0.7941176470588235,2.0588235294117645,0.7941176470588235,0.5098039215686274,0.5686274509803921,0.0784313725490196,0.12745098039215685,0.3235294117647059,0.11764705882352941,0.23529411764705882,0.0,0.12745098039215685,0.23529411764705882,0.0,0.0
40,216.0,3.252314814814815,0.4097222222222222,0.2037037037037037,0.13425925925925927,1.3865740740740742,0.25462962962962965,0.9212962962962963,2.0671296296296298,0.45601851851851855,0.8148148148148148,0.8310185185185185,0.16435185185185186,0.28935185185185186,0.21296296296296297,0.17592592592592593,0.041666666666666664,0.013888888888888888,0.041666666666666664,0.037037037037037035,0.03935185185185185,0.0
41,439.0,3.5649202733485192,0.5763097949886105,0.04555808656036447,0.09339407744874716,1.6309794988610478,0.17995444191343962,0.7289293849658315,1.4874715261958997,0.9681093394077449,0.6059225512528473,0.9453302961275627,0.11617312072892938,0.2437357630979499,0.32574031890660593,0.18223234624145787,0.06150341685649203,0.029612756264236904,0.02050113895216401,0.1070615034168565,0.015945330296127564,0.0
42,113.0,4.548672566371682,1.3628318584070795,0.5309734513274337,1.3539823008849559,1.7168141592920354,0.6902654867256637,1.0,1.6460176991150441,1.1858407079646018,0.6017699115044248,1.1061946902654867,0.20353982300884957,0.1592920353982301,0.6194690265486725,0.10619469026548672,0.5309734513274337,0.0,0.13274336283185842,0.10619469026548672,0.0,0.0
43,47.0,3.3617021276595747,1.4042553191489362,0.1702127659574468,0.0851063829787234,1.5957446808510638,0.0851063829787234,0.574468085106383,0.9148936170212766,1.6170212765957446,0.3404255319148936,1.148936170212766,0.14893617021276595,0.06382978723404255,0.5957446808510638,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0
44,398.0,3.8756281407035176,0.9886934673366834,0.33542713567839194,0.5138190954773869,2.03643216080402,0.41457286432160806,0.6796482412060302,1.2273869346733668,1.0678391959798994,0.5376884422110553,0.8580402010050251,0.1620603015075377,0.20100502512562815,0.7010050251256281,0.15577889447236182,0.2914572864321608,0.010050251256281407,0.0829145728643216,0.02763819095477387,0.0,0.0
